pnode,person,a1,intermidiet1,a2,pre_gender,gender
https://r11.eu/rdf/resource/461c7cca-124f-491f-b629-893f41c72a9e,"distinguished Arab prince, student of war",https://r11.eu/rdf/resource/e180dfc6-2e73-4c5c-9855-6140a6f509b9,https://r11.eu/rdf/resource/9f251cf4-f217-4963-9c8c-87c0d92defec,https://r11.eu/rdf/resource/790dd1f7-0d16-463c-93ed-5e5110d937e2,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/88750da2-d260-4c08-b5f7-2e9607640af1,Fakhr al-Mulk Abu 'Ali Ammar b. Muhammad b. 'Ammar (of Tripoli),https://r11.eu/rdf/resource/3c37ee74-8c16-48e9-bc98-0deb2acc537c,https://r11.eu/rdf/resource/53d399ee-881d-4261-ba69-c78a6668d38f,https://r11.eu/rdf/resource/894d07b6-66fe-42a9-801d-1c4723f48616,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/49a33c0f-1ac2-4212-a3b4-1b7b3fd14209,distinguished Arab prince,https://r11.eu/rdf/resource/be41b82a-b38d-4dd2-9f06-38605c6733ae,https://r11.eu/rdf/resource/679ff005-83eb-4db3-a23a-c9039e6e24f1,https://r11.eu/rdf/resource/ccad2d60-e33c-4874-807c-650ca3e40681,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/ed48dc55-0ce4-4487-aad2-95f8c3f05c3e,Aksungur (Aqsunqur) of Aleppo,https://r11.eu/rdf/resource/a1d2a591-a9c0-4386-b04b-93c175107ba4,https://r11.eu/rdf/resource/4fbcfe27-53bf-4dd8-8d34-5f06bceeb141,https://r11.eu/rdf/resource/56f423fc-21b7-4497-929e-4cf3a76be4b4,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/aa6d6f3b-72f2-4a2d-a955-8ff290232f5b,"Al-Afdal ibn Badr al-Jamali, vizier of Egypt",https://r11.eu/rdf/resource/a6a2809f-104f-49b4-83e3-94385745390e,https://r11.eu/rdf/resource/3d6956d8-bb33-4c20-af86-464f869ac3d9,https://r11.eu/rdf/resource/4d450d96-e314-4a67-853e-25eb3d83dabf,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/92f506e8-9a60-4377-aa8f-4ca9de13502c,Alan Fergent,https://r11.eu/rdf/resource/d1ea2788-4586-4688-843c-ed7d1240e7f0,https://r11.eu/rdf/resource/e0d2b819-9837-4995-8bbd-65a448702cae,https://r11.eu/rdf/resource/84b34ddb-1c3f-430d-b7bb-9269a17d0d9a,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/97449cf3-2d8e-4573-98fc-8b0c490be699,Alexios Perenos,https://r11.eu/rdf/resource/40223a29-5efd-4ea4-9b94-bd2985e23d49,https://r11.eu/rdf/resource/3c624408-bb7d-49a7-a902-4e1b5b03aef0,https://r11.eu/rdf/resource/9f350ae3-f214-449e-83a0-d9b6c18795ed,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/be502281-a7cc-4022-ad49-01f8136a8f5a,"Alexios, imperial klerikos",https://r11.eu/rdf/resource/90dc2ccb-87bd-4a3f-b1ca-e7e2c754b5ac,https://r11.eu/rdf/resource/f7319d84-ebab-435c-b81b-28faaa0e6aba,https://r11.eu/rdf/resource/64e94656-9cd8-47d9-8eec-478f6ba11caa,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/76a617fb-28e4-4394-ba0e-e00efeef598c,"Alexios, imperial protospatharios and strategos of Charsianon",https://r11.eu/rdf/resource/6a9af865-68e0-4ab6-be41-7b5fc6c9a30e,https://r11.eu/rdf/resource/9b6cf152-ecbd-4c2d-aef1-f6878d85c0b8,https://r11.eu/rdf/resource/a3bf8156-0f11-4cf1-952f-69136b31cfa6,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/ac5cba86-36ba-446e-9e7f-526145c6f933,"Alexios, father of Konstantinos",https://r11.eu/rdf/resource/3e4205c4-d0e0-4823-8ad8-439fd6afafd1,https://r11.eu/rdf/resource/f4420456-51c6-4f43-81dd-b218bc4f0b22,https://r11.eu/rdf/resource/e4b139ce-1cad-479f-9a3c-27e357a86bb9,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/2ec66d11-bb5f-44c6-85c0-b231bb3a6dd8,"Alexios, domestikos of Samos",https://r11.eu/rdf/resource/989e77f8-5f7d-437d-8a24-e18aeb629828,https://r11.eu/rdf/resource/7dd82fd9-2956-4bbc-934e-e71a09db3969,https://r11.eu/rdf/resource/6ae409ae-7c23-4480-97fd-613b099b7578,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/a32293ee-6c04-495e-ac77-02fb98a378be,"Alexios, man of the archbishop (of Thessalonike?)",https://r11.eu/rdf/resource/937f5d9f-d161-4168-9c26-2e6aeff87e3a,https://r11.eu/rdf/resource/d19048f7-2cc3-4ada-a33c-6945776bcc83,https://r11.eu/rdf/resource/6a5435ab-8f22-4f62-b303-a24fa5313bce,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/42ca75d8-07ea-4d56-b14d-3d41c464109b,"Anastasios, strategos of Anchialos (?)",https://r11.eu/rdf/resource/fa80b637-0486-4a8d-87a4-1ea5977a5d5d,https://r11.eu/rdf/resource/c784b066-b8a8-4bbc-8d39-586a5cdadce8,https://r11.eu/rdf/resource/fcea72bf-8bda-49c9-b64e-dc9521e7eaa2,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/d8d2c850-d88c-40a9-a745-d76774405055,Anastasios Kyritzes,https://r11.eu/rdf/resource/d807678f-a2fe-436a-a94c-c5a7bea903a9,https://r11.eu/rdf/resource/2c488346-91d8-445e-aff7-3488e4320045,https://r11.eu/rdf/resource/e30f8fe8-675f-486c-a350-b193d8513af6,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/18f1dc26-7ec4-4334-9669-0743ce5110d3,"Anastasios, anthypatos patrikios and genikos logothetes",https://r11.eu/rdf/resource/74cb9b7b-9dad-4b3b-b524-528795052bf3,https://r11.eu/rdf/resource/cf1165cc-7e3d-40d0-a2b3-8f78c464331e,https://r11.eu/rdf/resource/fcd2084e-6e57-4178-b26c-6f4e4f07dbee,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/c413eaae-1065-4e27-b00e-1e4edbecab87,"Anastasios, krites of Peloponnesos and Hellas",https://r11.eu/rdf/resource/20623bd4-c0fb-4752-a8a6-46013d43f720,https://r11.eu/rdf/resource/c6b09b4d-ec1c-482a-902b-ce6e244206f5,https://r11.eu/rdf/resource/97877a9d-8323-4094-8991-f7a4ed6733f0,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/fff46af8-6302-4e3e-9221-a0cc51aebf51,"Anastasios, spatharokandidatos and asekretis",https://r11.eu/rdf/resource/36852209-f0d1-43ad-95f0-17a4017f73c0,https://r11.eu/rdf/resource/8b8eab24-2c76-433b-b420-0ef5e5b5842a,https://r11.eu/rdf/resource/da02b906-a765-4265-953f-d4d2cb238443,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/c0c33d75-3f81-4272-a8b4-fc9234d281c8,"Atenulf of Benevento, leader of a Norman army",https://r11.eu/rdf/resource/6611b5fc-febc-488b-a63b-2f9129e2f435,https://r11.eu/rdf/resource/0b9d0787-3a4e-424c-9403-d0e6c8238d25,https://r11.eu/rdf/resource/b17b946e-6de4-4ea7-8e32-0a829e9569cd,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/77f5b303-eff1-4625-b84b-90da5fe8fcb4,"Anastasios, basilikos of the dioikesis of Amastris",https://r11.eu/rdf/resource/95b84fb2-2a18-4696-81ee-a0cd79176053,https://r11.eu/rdf/resource/57bd7f30-b7eb-4d14-be7e-764a68a8b9fc,https://r11.eu/rdf/resource/a4e62c2d-3236-4794-8b2f-0f304cc15b3e,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/5e435d00-fe9b-41d3-a4c6-ce75b515f615,"Anastasios Labouzenos (?), vestarches",https://r11.eu/rdf/resource/69c5c5cd-606c-4814-af77-729df56ddc72,https://r11.eu/rdf/resource/4d5a02a2-fc50-464b-9e55-909732d82612,https://r11.eu/rdf/resource/9aa98dff-658e-4951-b92e-0fbf077190bd,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/bdfe4f80-2d9a-47a2-98d0-9df94dbe15aa,"Anastasios, logothetes of the dromos",https://r11.eu/rdf/resource/69a64ef7-edd7-44a3-8553-ce597a069b47,https://r11.eu/rdf/resource/c2e9803e-0917-435c-a9bb-c1044a23ea38,https://r11.eu/rdf/resource/22b56d5f-23aa-4704-9803-5ec175fbc30c,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/941fab95-c8fd-4c86-9d4e-b4f0561d9f92,"Anastasios, eparchos",https://r11.eu/rdf/resource/3e02c087-2b42-41cb-a856-2c28444501d2,https://r11.eu/rdf/resource/0799f047-f6de-4dd6-b7dc-b8c15969322a,https://r11.eu/rdf/resource/9e138148-0c53-4b9e-9bcd-32a579a01dcd,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/529b45ed-e3d3-4cb7-a1fa-4c7b0055eb9e,"Anastasios Polys, patrikios and strategos",https://r11.eu/rdf/resource/5e29af69-ec60-45a0-be38-5271276cc102,https://r11.eu/rdf/resource/81d8c75d-24a2-450c-a978-2857a4518c5a,https://r11.eu/rdf/resource/d8934652-01a0-4b4e-b15f-64f0b01e53d4,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/c3ff5dc7-41d7-4800-8e1c-718676ee9992,"Anastasios S[...], patrikios",https://r11.eu/rdf/resource/db9910ca-5754-4852-b376-b60a7746bf33,https://r11.eu/rdf/resource/7a170fd9-9aca-448d-a831-372df9392b65,https://r11.eu/rdf/resource/7cc38e10-bf32-4ff2-921a-c4462eacff44,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/7acebaab-e4a3-4daa-871f-75c0e5aaa080,"Anastasios Adraxenos, vestarches",https://r11.eu/rdf/resource/430b71af-2d65-4fb5-ae1a-5ed74ba23bb4,https://r11.eu/rdf/resource/5ad4826d-6075-4371-a018-15bc9beee80f,https://r11.eu/rdf/resource/27b0a307-6f64-4d7c-b196-cf80f30a1b20,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/dc6f0e2c-b834-4ff6-86e6-847849d97fae,"Anastasios (or Eustathios), oikonomos of Hagia Sophia",https://r11.eu/rdf/resource/83237a87-891b-4282-b3b9-9d98fc060e0a,https://r11.eu/rdf/resource/ae6be70c-13cf-491e-80dc-810cbe607b70,https://r11.eu/rdf/resource/00c68e31-ce1b-46e0-b4bf-6939ebde1cd1,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/b3466dcb-fa72-49d2-beb9-fb33cb3c5c0b,"Andreas, imperial notarios and krites of Melitene",https://r11.eu/rdf/resource/c231477a-91d5-4737-89c5-3ee4657a1249,https://r11.eu/rdf/resource/93887ba6-971e-436d-8ec1-0b8c78ace027,https://r11.eu/rdf/resource/f6916dff-8682-4340-930c-f4fe131fcd08,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/ada13fd1-a9ca-4eec-85b1-379d482036e3,"Andreas, spatharokandidatos",https://r11.eu/rdf/resource/60d368bb-b195-40dc-8e16-0955a8268613,https://r11.eu/rdf/resource/2e80a2b7-37b1-4a85-a649-0f4cb599a856,https://r11.eu/rdf/resource/adac0669-7037-42cc-874f-1c561d3d0287,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/66e58331-5523-4984-8fee-f0f13ba82066,"Andreas Sortes, spatharokandidatos",https://r11.eu/rdf/resource/b75d0b36-4d18-4ce9-8107-be058da88593,https://r11.eu/rdf/resource/95f71624-5c9e-45e3-b3e0-8b0867283e52,https://r11.eu/rdf/resource/e0fa8036-e6dc-4387-8a36-1f522d6257aa,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/1e1a9f48-2cf8-4dec-b4c7-c0ae11e50e6a,"Andreas, archon of all Russia",https://r11.eu/rdf/resource/1b6d6005-8bda-4966-b38a-a72309c207fb,https://r11.eu/rdf/resource/02d2a31a-353f-4107-999d-0d98581ef874,https://r11.eu/rdf/resource/bd0bb323-7503-4eb6-abb6-3c768c354de4,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/893ec553-9187-456f-8191-5a220f667342,"Andreas, spatharokandidatos and manglabites",https://r11.eu/rdf/resource/4ed67587-9066-46ec-a09e-a8da393d182d,https://r11.eu/rdf/resource/381cb7dc-82ba-4519-a40f-195daa0c5e2d,https://r11.eu/rdf/resource/b6e76283-7833-4d83-bab9-df6318db7ec4,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/c3f6009d-1f9b-4933-9bd6-185274efcf1b,"Andreas, chartoularios of the Oxys dromos",https://r11.eu/rdf/resource/94bca170-6c52-4701-bcd9-002b37fabc4d,https://r11.eu/rdf/resource/6a7fe4d0-c929-4975-ba6f-4e6164dca07c,https://r11.eu/rdf/resource/d0d072fa-8426-476b-9519-3e5c95f21be7,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/88ed92fe-1bbd-4c89-963e-809afbe3dd2f,"Andreas, bishop of Hexamilion",https://r11.eu/rdf/resource/7ad334f9-e632-4785-9c21-d9df46cac893,https://r11.eu/rdf/resource/133178fd-8790-46c4-bb36-4bd595b698db,https://r11.eu/rdf/resource/c91a698d-7430-4fd1-b723-e063250efa83,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/ef0009d9-23cd-4b14-b75e-a61ceab62b09,"Andreas, imperial notarios ton oxeon and kourator of Tarsos",https://r11.eu/rdf/resource/70c7568c-f3d7-412f-90ff-811373acc1b3,https://r11.eu/rdf/resource/1994952b-4886-4ebc-89ba-2f3044747c94,https://r11.eu/rdf/resource/1dcd7d1d-5243-4543-b403-b1058515e94f,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/5ee3499f-e2ce-4934-8132-e57b8bf64875,"Andreas, imperial spatharokandidatos and tourmarches of Paltos",https://r11.eu/rdf/resource/b0669e38-9ebc-425c-a557-39fc7227e2ce,https://r11.eu/rdf/resource/d363794e-b245-4cfd-b40b-5fddfbb8aa26,https://r11.eu/rdf/resource/34f58851-ed96-461f-b344-f9d560cf186c,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/3beae81f-61d4-4fb0-b1ab-467d21d8763e,"Andreas, dioiketes",https://r11.eu/rdf/resource/ff9622e3-bc44-4f86-a483-1d5ff26790f0,https://r11.eu/rdf/resource/4800e645-8374-44cd-9773-7831e53c3afb,https://r11.eu/rdf/resource/0467bef8-3484-442a-bb0d-589847bda693,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/7f183e31-1c70-4788-9d14-aade278718f0,"Andreas, bishop of Hypaipa",https://r11.eu/rdf/resource/2e9d9ff8-b9a9-4ea3-84f0-773feeb7fdd9,https://r11.eu/rdf/resource/19456b18-2bd2-4be8-8148-7f1afe108673,https://r11.eu/rdf/resource/b8fcfc1c-1945-4c7d-bd51-19ee42b6dd6a,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/2629be57-eb37-4605-af0d-a2aa917b7686,Andronikos Gabalas,https://r11.eu/rdf/resource/ded16f23-2d5e-44ea-aaf8-89ba0d4df414,https://r11.eu/rdf/resource/a1d49391-2685-4b5c-ab56-31a661462ab4,https://r11.eu/rdf/resource/62f9511e-29ff-4db3-bc45-d0ab7df2c275,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/9c98e9df-6366-4360-8c77-648fcaebadb9,"Andronikos, krites of Adrianople",https://r11.eu/rdf/resource/5d907198-f1d4-493e-93bd-541ed6cc2eb0,https://r11.eu/rdf/resource/f98c7109-8f00-479f-9a93-bd101526c01e,https://r11.eu/rdf/resource/e9a1f888-7261-4404-acb5-1fa70a9e0249,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/1bb1324f-47e9-45fc-a622-5205ceae5575,"Andronikos, droungarios of the ploimoi",https://r11.eu/rdf/resource/05296446-84e0-4993-a088-33aa5ccc4b80,https://r11.eu/rdf/resource/97a81046-facf-43ad-93a6-cf20a6383bf9,https://r11.eu/rdf/resource/f150e5b8-0a88-4362-8bf5-3198066e3952,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/3adfdfed-0088-4542-8978-671ae8cfc0bc,"Arnolfo, archbishop and vicar of pope Alexander II",https://r11.eu/rdf/resource/962ef845-ac2e-4825-81e7-8dc87a2ed169,https://r11.eu/rdf/resource/f57ded16-a0c2-4010-bd85-b2ed05977302,https://r11.eu/rdf/resource/0df6d7df-46da-4eb2-bb5c-7719405ba40d,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/2a145ea6-80a4-4d87-94cb-e8834fb72cbc,"Andronikos Opos, anthypatos patrikios and vestes",https://r11.eu/rdf/resource/1a1265c1-0c85-4f99-b1be-2fcc95305ed0,https://r11.eu/rdf/resource/919434d0-e4b5-47a1-b908-6ab7c1a8cd4e,https://r11.eu/rdf/resource/d298eb15-8e5d-44f2-893a-92823dce480d,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/bdfa497c-b181-4bf7-b064-cd56ac2d6096,"Andronikos, strategos of Thrakesion, man of the kaisar (Ioannes) Doukas",https://r11.eu/rdf/resource/08a02664-24ee-4c7c-84ba-a023f4e404aa,https://r11.eu/rdf/resource/e1713d33-fde4-4d62-b860-bee2b7d79270,https://r11.eu/rdf/resource/f24abc46-31be-4b8c-b373-9bb847c9d691,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/e0c69956-7538-407f-8158-3d5b3d9f2f8b,"Andronikos, hypatos and strategos of Anatolikon",https://r11.eu/rdf/resource/55d87db9-adb3-43ab-b3a8-4edd49b12d53,https://r11.eu/rdf/resource/d4b40a1b-d55a-42fb-ade5-89e71f516857,https://r11.eu/rdf/resource/1f68db24-fdb5-425e-879c-efb8cbb67525,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/f6e5ec89-d68d-4891-a7a3-443a03936e7e,"Andronikos, bishop of Berinoupolis",https://r11.eu/rdf/resource/0b4a4cde-ce85-4514-b7ae-7ea604cf9524,https://r11.eu/rdf/resource/5f54190c-2500-4fc8-9662-d9f829aec819,https://r11.eu/rdf/resource/f8034803-593b-4b0a-9ba2-bfb7924de7e2,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/2d39dab9-8e1f-4cae-b2bd-814be6aa3e15,"Andronikos, metropolitan of Ainos",https://r11.eu/rdf/resource/507f1bd4-a9a3-4110-80ef-aa28b56ddc1c,https://r11.eu/rdf/resource/5b0a1ffb-24c7-4d65-ad43-7becc6ccdde6,https://r11.eu/rdf/resource/d3fc81bb-62d6-4efc-97cd-82676fdae3db,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/3accc98c-de13-414f-afdc-9db737fda97b,"Andronikos, ek prosopou of Arkadioupolis and Mesembria",https://r11.eu/rdf/resource/90e7b413-e165-4f1e-8546-69d14036d34e,https://r11.eu/rdf/resource/69b87349-bda6-43c2-b166-97c7b5766142,https://r11.eu/rdf/resource/6da4dc29-c0da-4183-b9ed-cac3531e36ce,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/43073e0c-d941-4815-825d-1034e8dcb936,"Andronikos, kommerkiarios of Dristra",https://r11.eu/rdf/resource/a659f03c-e60f-4f26-8762-aa9bd62e7080,https://r11.eu/rdf/resource/ced296e3-3305-4b3c-aebb-e0b4e9a830dd,https://r11.eu/rdf/resource/d73cd7fa-fe01-4e5d-b531-2b8d1fb2500e,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/20a272b5-3d5c-4232-bad7-55622bfaa5d4,"Andronikos, tourmarches of [...]",https://r11.eu/rdf/resource/53157aed-5dc3-478c-8a95-cab082a4d423,https://r11.eu/rdf/resource/4f56f541-2907-4be6-83f7-f15f714d6139,https://r11.eu/rdf/resource/dd3a9e8f-f958-46d1-bbfe-2e2a6abea589,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/7b1dc956-fc37-41ca-90e5-298089582b2c,"Andronikos Doukas, strategos of Great Preslav",https://r11.eu/rdf/resource/01ed1065-b056-4f0a-ac4c-2cb974a99165,https://r11.eu/rdf/resource/546f98de-0937-4769-8943-dc796c2bdc55,https://r11.eu/rdf/resource/8cfa7707-e20e-4adb-a9d9-8734fca1c5c7,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/14325c68-5926-4b4b-9274-b25223002fa1,"Andronikos, strategos",https://r11.eu/rdf/resource/a9847de6-0905-4def-abad-5189030daf10,https://r11.eu/rdf/resource/cf783823-814f-4872-91c1-8cdabed8afde,https://r11.eu/rdf/resource/4cad8a99-b491-45dd-87a2-12e0bbb8ed28,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/3d91ad69-f292-410f-91a9-cb9a3d942d98,"Andronikos Komnenos, sebastos",https://r11.eu/rdf/resource/1089c7f3-1a3e-48c1-a8f5-38f2fb0cc220,https://r11.eu/rdf/resource/913c69bd-2949-4f8a-a6b4-175203606fc8,https://r11.eu/rdf/resource/3f0397bf-5882-41ff-94d0-f1badf45d468,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/31125bc9-be71-499b-9109-1cdd84b817dd,"Andronikos Doukas, sebastos",https://r11.eu/rdf/resource/43a9bd1f-2100-484a-a44d-15b2e71cf6bc,https://r11.eu/rdf/resource/c04e6338-2e3e-4372-99ce-64263c623d02,https://r11.eu/rdf/resource/18ef7d5f-5949-4fc3-8d4c-2ed61e4e2a8d,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/c4ee08de-70bc-45ca-80a7-c9a8d3299849,Argyros the elder of Bari,https://r11.eu/rdf/resource/021c017f-9e3e-4f48-a1ae-6d848a5c42a7,https://r11.eu/rdf/resource/7b253f4e-486d-455b-a62b-a91b145655f8,https://r11.eu/rdf/resource/2f57febd-6fbf-48b9-a531-706b69420497,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/a2c281df-463d-4ebc-b13f-d7af4eef4cdb,"Aniketos, metropolitan of Tomis",https://r11.eu/rdf/resource/dc139f7a-8640-484a-9727-064be1ecb2f8,https://r11.eu/rdf/resource/01782b26-052a-41c3-80d0-9eb056567404,https://r11.eu/rdf/resource/0a8f4705-2152-4ba4-b2ff-4fa1ba82f76e,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/0fa6d05e-03a4-44a6-8629-ffb41c65e28f,"Anna (?) Doukaina, sebaste",https://r11.eu/rdf/resource/8eb8edf7-ed79-49a0-9918-fb1fae123c1a,https://r11.eu/rdf/resource/f398e8fb-14b4-4049-a4c7-d9644c123669,https://r11.eu/rdf/resource/e3355f09-0bf7-44ec-9db7-b9fc8b5e7c6b,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/1b7fe770-e5b1-41ef-ba7a-855aac5836da,"Argyros, son of Melus",https://r11.eu/rdf/resource/edd68483-f941-4c43-84dc-ab8b9c73e52d,https://r11.eu/rdf/resource/7703a7df-c9c8-49b7-90f6-2a5abc09811e,https://r11.eu/rdf/resource/2e990710-9127-4f8e-b5a3-ad548992b8e1,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/83ba39b1-f88a-4553-9c86-1ace6d3d693b,"Argyritzos, son of Ioannakes, supporter of surrender of Bari",https://r11.eu/rdf/resource/1c891e23-d29f-4154-a219-eb1912c8997b,https://r11.eu/rdf/resource/a3d0b291-5997-42d6-a3c4-ecd306757845,https://r11.eu/rdf/resource/8e84550f-816c-4cc7-a75f-cb97e9164939,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/34801772-bef8-4b09-bec2-fd5e03ebc773,Katotikos,https://r11.eu/rdf/resource/1cc946f1-dd0e-4e50-81d2-7cdfc377d671,https://r11.eu/rdf/resource/5ba56dc7-88fb-40c6-9c96-9b1fe1a2fb1f,https://r11.eu/rdf/resource/d66d66b9-d78d-4d8c-bd55-8bfc3d2cb337,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
https://r11.eu/rdf/resource/a60016aa-70b0-4e86-b0c3-697218f2dc8e,"Choirosphaktes, krites of the Armenian themes",https://r11.eu/rdf/resource/65c70a21-88fe-4b4e-85f7-8981cc5c975b,https://r11.eu/rdf/resource/9a5f4162-91c6-40d3-a256-5909f0347dd9,https://r11.eu/rdf/resource/af44b3f4-2ff6-43b2-8149-6699bad53f62,https://r11.eu/rdf/resource/e284157c-c3cd-46d6-92c3-26afb5565970,Male
